"id","country_id","code","fc_name","name","sequence","timestamp"
"2527","194","SA-14","'asīr","'Asīr","8","2016-06-08 00:09:24"
"3347","224","TO-01","'eua","'Eua","1","2016-06-08 00:09:27"
"4774","59","CI-06","18 montagnes (région des)","18 Montagnes (Région des)","15","2016-06-08 00:09:33"
"2974","208","ES-C","a coruña","A Coruña","20","2016-06-08 00:09:26"
"2498","191","WS-AA","a'ana","A'ana","1","2016-06-08 00:09:24"
"766","123","LB-AK","aakkâr","Aakkâr","1","2016-06-08 00:09:17"
"3149","215","CH-AG","aargau","Aargau","1","2016-06-08 00:09:27"
"3818","234","GB-ABE","aberdeen city","Aberdeen City","171","2016-06-08 00:09:29"
"3819","234","GB-ABD","aberdeenshire","Aberdeenshire","172","2016-06-08 00:09:29"
"1822","161","NG-AB","abia","Abia","2","2016-06-08 00:09:21"
"4760","59","CI-AB","abidjan","Abidjan","1","2016-06-08 00:09:33"
"3502","231","UG-317","abim","Abim","5","2016-06-08 00:09:28"
"5208","81","GE-AB","abkhazia","Abkhazia","1","2016-06-08 00:09:36"
"2042","174","PH-ABR","abra","Abra","18","2016-06-08 00:09:23"
"272","109","IT-65","abruzzo","Abruzzo","1","2016-06-08 00:09:16"
"1821","161","NG-FC","abuja federal capital territory","Abuja Federal Capital Territory","1","2016-06-08 00:09:21"
"4075","246","YE-AB","abyān","Abyān","2","2016-06-08 00:09:30"
"1484","15","AZ-ABS","abşeron","Abşeron","13","2016-06-08 00:09:20"
"3641","233","AE-AZ","abū z̧aby","Abū Z̧aby","1","2016-06-08 00:09:29"
"153","103","ID-AC","aceh","Aceh","8","2016-06-08 00:09:15"
"5259","85","GR-13","achaḯa","Achaḯa","14","2016-06-08 00:09:36"
"1761","16","BS-AK","acklins","Acklins","1","2016-06-08 00:09:21"
"1792","16","BS-AC","acklins and crooked islands","Acklins and Crooked Islands","32","2016-06-08 00:09:21"
"2509","192","SM-01","acquaviva","Acquaviva","1","2016-06-08 00:09:24"
"4226","31","BR-AC","acre","Acre","2","2016-06-08 00:09:31"
"4914","65","EG-DK","ad daqahlīyah","Ad Daqahlīyah","1","2016-06-08 00:09:34"
"2208","179","QA-DA","ad dawḩah","Ad Dawḩah","1","2016-06-08 00:09:23"
"1879","166","OM-DA","ad dākhilīyah","Ad Dākhilīyah","1","2016-06-08 00:09:22"
"4418","39","CM-AD","adamaoua","Adamaoua","1","2016-06-08 00:09:32"
"1823","161","NG-AD","adamawa","Adamawa","3","2016-06-08 00:09:21"
"3391","227","TR-01","adana","Adana","1","2016-06-08 00:09:28"
"3503","231","UG-301","adjumani","Adjumani","6","2016-06-08 00:09:28"
"4177","3","DZ-01","adrar","Adrar","1","2016-06-08 00:09:31"
"1249","140","MR-07","adrar","Adrar","1","2016-06-08 00:09:19"
"2349","181","RU-AD","adygeya, respublika","Adygeya, Respublika","1","2016-06-08 00:09:23"
"3392","227","TR-02","adıyaman","Adıyaman","2","2016-06-08 00:09:28"
"1042","131","MK-01","aerodrom","Aerodrom","72","2016-06-08 00:09:18"
"3393","227","TR-03","afyonkarahisar","Afyonkarahisar","3","2016-06-08 00:09:28"
"1814","160","NE-1","agadez","Agadez","2","2016-06-08 00:09:21"
"1566","150","MA-AGD","agadir-ida-outanane","Agadir-Ida-Outanane","17","2016-06-08 00:09:20"
"3504","231","UG-322","agago","Agago","7","2016-06-08 00:09:28"
"1269","141","MU-AG","agalega islands","Agalega Islands","6","2016-06-08 00:09:19"
"621","122","LV-001","aglonas novads","Aglonas novads","1","2016-06-08 00:09:17"
"4775","59","CI-16","agnébi (région de l')","Agnébi (Région de l')","16","2016-06-08 00:09:33"
"292","109","IT-AG","agrigento","Agrigento","21","2016-06-08 00:09:16"
"1282","143","MX-AGU","aguascalientes","Aguascalientes","2","2016-06-08 00:09:19"
"2043","174","PH-AGN","agusan del norte","Agusan del Norte","19","2016-06-08 00:09:23"
"2044","174","PH-AGS","agusan del sur","Agusan del Sur","20","2016-06-08 00:09:23"
"3472","228","TM-A","ahal","Ahal","1","2016-06-08 00:09:28"
"4941","66","SV-AH","ahuachapán","Ahuachapán","1","2016-06-08 00:09:34"
"5044","74","FI-AL","ahvenanmaan lääni","Ahvenanmaan lääni","20","2016-06-08 00:09:35"
"5025","74","FI-01","ahvenanmaan maakunta","Ahvenanmaan maakunta","1","2016-06-08 00:09:35"
"2499","191","WS-AL","aiga-i-le-tai","Aiga-i-le-Tai","2","2016-06-08 00:09:24"
"3329","221","TL-AL","aileu","Aileu","1","2016-06-08 00:09:27"
"1216","138","MH-ALL","ailinglaplap","Ailinglaplap","3","2016-06-08 00:09:19"
"1217","138","MH-ALK","ailuk","Ailuk","4","2016-06-08 00:09:19"
"1898","168","PW-002","aimeliik","Aimeliik","1","2016-06-08 00:09:22"
"5077","75","FR-01","ain","Ain","28","2016-06-08 00:09:35"
"3330","221","TL-AN","ainaro","Ainaro","2","2016-06-08 00:09:27"
"1899","168","PW-004","airai","Airai","2","2016-06-08 00:09:22"
"5078","75","FR-02","aisne","Aisne","29","2016-06-08 00:09:35"
"427","111","JP-23","aiti","Aiti","1","2016-06-08 00:09:16"
"5260","85","GR-01","aitoloakarnanía","Aitoloakarnanía","15","2016-06-08 00:09:36"
"1676","154","NR-01","aiwo","Aiwo","1","2016-06-08 00:09:21"
"740","122","LV-AI","aizkraukles apriņķis","Aizkraukles Apriņķis","120","2016-06-08 00:09:17"
"622","122","LV-002","aizkraukles novads","Aizkraukles novads","2","2016-06-08 00:09:17"
"623","122","LV-003","aizputes novads","Aizputes novads","3","2016-06-08 00:09:17"
"5209","81","GE-AJ","ajaria","Ajaria","2","2016-06-08 00:09:36"
"2676","202","SI-001","ajdovščina","Ajdovščina","1","2016-06-08 00:09:25"
"833","126","LY-AJ","ajdābiyā","Ajdābiyā","35","2016-06-08 00:09:17"
"4970","68","ER-AG","akele guzai","Akele Guzai","7","2016-06-08 00:09:35"
"1858","165","NO-02","akershus","Akershus","1","2016-06-08 00:09:22"
"428","111","JP-05","akita","Akita","2","2016-06-08 00:09:16"
"2045","174","PH-AKL","aklan","Aklan","21","2016-06-08 00:09:23"
"888","128","LT-01","akmenė","Akmenė","11","2016-06-08 00:09:18"
"624","122","LV-004","aknīstes novads","Aknīstes novads","4","2016-06-08 00:09:17"
"3395","227","TR-68","aksaray","Aksaray","5","2016-06-08 00:09:28"
"1824","161","NG-AK","akwa ibom","Akwa Ibom","4","2016-06-08 00:09:21"
"218","105","IQ-AN","al anbār","Al Anbār","1","2016-06-08 00:09:15"
"4964","68","ER-MA","al awsaţ","Al Awsaţ","1","2016-06-08 00:09:35"
"588","119","KW-AH","al aḩmadi","Al Aḩmadi","1","2016-06-08 00:09:17"
"476","113","JO-BA","al balqā’","Al Balqā’","3","2016-06-08 00:09:16"
"4078","246","YE-BA","al bayḑā’","Al Bayḑā’","5","2016-06-08 00:09:30"
"219","105","IQ-BA","al başrah","Al Başrah","2","2016-06-08 00:09:15"
"4458","43","TD-BA","al baţḩah","Al Baţḩah","1","2016-06-08 00:09:32"
"4915","65","EG-BA","al baḩr al aḩmar","Al Baḩr al Aḩmar","2","2016-06-08 00:09:34"
"3071","210","SD-RS","al baḩr al aḩmar","Al Baḩr al Aḩmar","1","2016-06-08 00:09:26"
"3090","210","SD-26","al baḩr al aḩmar","Al Baḩr al Aḩmar","20","2016-06-08 00:09:26"
"1886","166","OM-BU","al buraymī","Al Buraymī","8","2016-06-08 00:09:22"
"821","126","LY-BU","al buţnān","Al Buţnān","23","2016-06-08 00:09:17"
"834","126","LY-BU","al buţnān","Al Buţnān","36","2016-06-08 00:09:17"
"799","126","LY-BU","al buţnān","Al Buţnān","1","2016-06-08 00:09:17"
"4459","43","TD-LC","al buḩayrah","Al Buḩayrah","2","2016-06-08 00:09:32"
"4916","65","EG-BH","al buḩayrah","Al Buḩayrah","3","2016-06-08 00:09:34"
"3091","210","SD-18","al buḩayrāt","Al Buḩayrāt","21","2016-06-08 00:09:26"
"2520","194","SA-11","al bāḩah","Al Bāḩah","1","2016-06-08 00:09:24"
"589","119","KW-FA","al farwānīyah","Al Farwānīyah","2","2016-06-08 00:09:17"
"4917","65","EG-FYM","al fayyūm","Al Fayyūm","4","2016-06-08 00:09:34"
"3643","233","AE-FU","al fujayrah","Al Fujayrah","3","2016-06-08 00:09:29"
"4918","65","EG-GH","al gharbīyah","Al Gharbīyah","5","2016-06-08 00:09:34"
"1586","150","MA-HAO","al haouz","Al Haouz","37","2016-06-08 00:09:20"
"1587","150","MA-HOC","al hoceïma","Al Hoceïma","38","2016-06-08 00:09:20"
"4919","65","EG-ALX","al iskandarīyah","Al Iskandarīyah","6","2016-06-08 00:09:34"
"4920","65","EG-IS","al ismāʿīlīyyah","Al Ismāʿīlīyyah","7","2016-06-08 00:09:34"
"822","126","LY-JA","al jabal al akhḑar","Al Jabal al Akhḑar","24","2016-06-08 00:09:17"
"800","126","LY-JA","al jabal al akhḑar","Al Jabal al Akhḑar","2","2016-06-08 00:09:17"
"836","126","LY-JA","al jabal al akhḑar","Al Jabal al Akhḑar","38","2016-06-08 00:09:17"
"801","126","LY-JG","al jabal al gharbī","Al Jabal al Gharbī","3","2016-06-08 00:09:17"
"823","126","LY-JG","al jabal al gharbī","Al Jabal al Gharbī","25","2016-06-08 00:09:17"
"802","126","LY-JI","al jafārah","Al Jafārah","4","2016-06-08 00:09:17"
"590","119","KW-JA","al jahrā’","Al Jahrā’","3","2016-06-08 00:09:17"
"4965","68","ER-DU","al janūbĩ","Al Janūbĩ","2","2016-06-08 00:09:35"
"1931","17","BH-14","al janūbīyah","Al Janūbīyah","2","2016-06-08 00:09:22"
"4080","246","YE-JA","al jawf","Al Jawf","7","2016-06-08 00:09:30"
"2522","194","SA-12","al jawf","Al Jawf","3","2016-06-08 00:09:24"
"3092","210","SD-07","al jazīrah","Al Jazīrah","22","2016-06-08 00:09:26"
"3072","210","SD-GZ","al jazīrah","Al Jazīrah","2","2016-06-08 00:09:26"
"837","126","LY-JI","al jifārah","Al Jifārah","39","2016-06-08 00:09:17"
"824","126","LY-JU","al jufrah","Al Jufrah","26","2016-06-08 00:09:17"
"803","126","LY-JU","al jufrah","Al Jufrah","5","2016-06-08 00:09:17"
"838","126","LY-JU","al jufrah","Al Jufrah","40","2016-06-08 00:09:17"
"4921","65","EG-GZ","al jīzah","Al Jīzah","8","2016-06-08 00:09:34"
"477","113","JO-KA","al karak","Al Karak","4","2016-06-08 00:09:16"
"3093","210","SD-03","al kharţūm","Al Kharţūm","23","2016-06-08 00:09:26"
"3073","210","SD-KH","al kharţūm","Al Kharţūm","3","2016-06-08 00:09:26"
"2209","179","QA-KH","al khawr wa adh dhakhīrah","Al Khawr wa adh Dhakhīrah","2","2016-06-08 00:09:23"
"804","126","LY-KF","al kufrah","Al Kufrah","6","2016-06-08 00:09:17"
"839","126","LY-KF","al kufrah","Al Kufrah","41","2016-06-08 00:09:17"
"3176","216","SY-LA","al lādhiqīyah","Al Lādhiqīyah","2","2016-06-08 00:09:27"
"2523","194","SA-03","al madīnah al munawwarah","Al Madīnah al Munawwarah","4","2016-06-08 00:09:24"
"478","113","JO-MA","al mafraq","Al Mafraq","5","2016-06-08 00:09:16"
"4081","246","YE-MR","al mahrah","Al Mahrah","8","2016-06-08 00:09:30"
"1935","17","BH-03","al manāmah","Al Manāmah","6","2016-06-08 00:09:22"
"840","126","LY-MJ","al marj","Al Marj","42","2016-06-08 00:09:17"
"805","126","LY-MJ","al marj","Al Marj","7","2016-06-08 00:09:17"
"841","126","LY-MB","al marqab","Al Marqab","43","2016-06-08 00:09:17"
"806","126","LY-MB","al marqab","Al Marqab","8","2016-06-08 00:09:17"
"4082","246","YE-MW","al maḩwīt","Al Maḩwīt","9","2016-06-08 00:09:30"
"4923","65","EG-MN","al minyā","Al Minyā","10","2016-06-08 00:09:34"
"1936","17","BH-10","al minţaqah al gharbīyah","Al Minţaqah al Gharbīyah","7","2016-06-08 00:09:22"
"1937","17","BH-07","al minţaqah al wusţá","Al Minţaqah al Wusţá","8","2016-06-08 00:09:22"
"1938","17","BH-05","al minţaqah ash shamālīyah","Al Minţaqah ash Shamālīyah","9","2016-06-08 00:09:22"
"4922","65","EG-MNF","al minūfīyah","Al Minūfīyah","9","2016-06-08 00:09:34"
"220","105","IQ-MU","al muthanná","Al Muthanná","3","2016-06-08 00:09:15"
"1939","17","BH-02","al muḩarraq","Al Muḩarraq","10","2016-06-08 00:09:22"
"1932","17","BH-15","al muḩarraq","Al Muḩarraq","3","2016-06-08 00:09:22"
"4925","65","EG-KB","al qalyūbīyah","Al Qalyūbīyah","12","2016-06-08 00:09:34"
"2524","194","SA-05","al qaşīm","Al Qaşīm","5","2016-06-08 00:09:24"
"842","126","LY-QT","al qaţrūn","Al Qaţrūn","44","2016-06-08 00:09:17"
"3094","210","SD-06","al qaḑārif","Al Qaḑārif","24","2016-06-08 00:09:26"
"3074","210","SD-GD","al qaḑārif","Al Qaḑārif","4","2016-06-08 00:09:26"
"843","126","LY-QB","al qubbah","Al Qubbah","45","2016-06-08 00:09:17"
"3177","216","SY-QU","al qunayţirah","Al Qunayţirah","3","2016-06-08 00:09:27"
"221","105","IQ-QA","al qādisīyah","Al Qādisīyah","4","2016-06-08 00:09:15"
"4924","65","EG-C","al qāhirah","Al Qāhirah","11","2016-06-08 00:09:34"
"4926","65","EG-LX","al uqşur","Al Uqşur","13","2016-06-08 00:09:34"
"2210","179","QA-WA","al wakrah","Al Wakrah","3","2016-06-08 00:09:23"
"3095","210","SD-22","al waḩdah","Al Waḩdah","25","2016-06-08 00:09:26"
"825","126","LY-WU","al wusţá","Al Wusţá","27","2016-06-08 00:09:17"
"1882","166","OM-WU","al wusţá","Al Wusţá","4","2016-06-08 00:09:22"
"4927","65","EG-WAD","al wādī al jadīd","Al Wādī al Jadīd","14","2016-06-08 00:09:34"
"844","126","LY-WA","al wāḩah","Al Wāḩah","46","2016-06-08 00:09:17"
"807","126","LY-WA","al wāḩāt","Al Wāḩāt","9","2016-06-08 00:09:17"
"1934","17","BH-01","al ḩadd","Al Ḩadd","5","2016-06-08 00:09:22"
"3175","216","SY-HA","al ḩasakah","Al Ḩasakah","1","2016-06-08 00:09:27"
"835","126","LY-HZ","al ḩizām al akhḑar","Al Ḩizām al Akhḑar","37","2016-06-08 00:09:17"
"4079","246","YE-HU","al ḩudaydah","Al Ḩudaydah","6","2016-06-08 00:09:30"
"2521","194","SA-08","al ḩudūd ash shamālīyah","Al Ḩudūd ash Shamālīyah","2","2016-06-08 00:09:24"
"475","113","JO-AQ","al ‘aqabah","Al ‘Aqabah","2","2016-06-08 00:09:16"
"479","113","JO-AM","al ‘a̅şimah","Al ‘A̅şimah","6","2016-06-08 00:09:16"
"1930","17","BH-13","al ‘āşimah","Al ‘Āşimah","1","2016-06-08 00:09:22"
"591","119","KW-KU","al ‘āşimah","Al ‘Āşimah","4","2016-06-08 00:09:17"
"3881","236","US-AL","alabama","Alabama","1","2016-06-08 00:09:29"
"4227","31","BR-AL","alagoas","Alagoas","3","2016-06-08 00:09:31"
"4599","53","CR-A","alajuela","Alajuela","1","2016-06-08 00:09:33"
"3882","236","US-AK","alaska","Alaska","2","2016-06-08 00:09:29"
"2307","180","RO-AB","alba","Alba","1","2016-06-08 00:09:23"
"2976","208","ES-AB","albacete","Albacete","22","2016-06-08 00:09:26"
"2046","174","PH-ALB","albay","Albay","22","2016-06-08 00:09:23"
"4428","40","CA-AB","alberta","Alberta","1","2016-06-08 00:09:32"
"187","104","IR-32","alborz","Alborz","1","2016-06-08 00:09:15"
"3505","231","UG-323","alebtong","Alebtong","8","2016-06-08 00:09:28"
"293","109","IT-AL","alessandria","Alessandria","22","2016-06-08 00:09:16"
"4180","3","DZ-16","alger","Alger","4","2016-06-08 00:09:31"
"4832","61","DJ-AS","ali sabieh","Ali Sabieh","1","2016-06-08 00:09:34"
"3478","23","BJ-AL","alibori","Alibori","1","2016-06-08 00:09:28"
"2977","208","ES-A","alicante","Alicante","23","2016-06-08 00:09:26"
"1117","135","MV-02","alifu alifu","Alifu Alifu","9","2016-06-08 00:09:19"
"1118","135","MV-00","alifu dhaalu","Alifu Dhaalu","10","2016-06-08 00:09:19"
"5079","75","FR-03","allier","Allier","30","2016-06-08 00:09:35"
"486","114","KZ-ALA","almaty","Almaty","1","2016-06-08 00:09:16"
"488","114","KZ-ALM","almaty oblysy","Almaty oblysy","3","2016-06-08 00:09:16"
"2978","208","ES-AL","almería","Almería","24","2016-06-08 00:09:26"
"4071","244","WF-AL","alo","Alo","1","2016-06-08 00:09:30"
"625","122","LV-005","alojas novads","Alojas novads","5","2016-06-08 00:09:17"
"5081","75","FR-06","alpes-maritimes","Alpes-Maritimes","32","2016-06-08 00:09:35"
"5080","75","FR-04","alpes-de-haute-provence","Alpes-de-Haute-Provence","31","2016-06-08 00:09:35"
"5050","75","FR-A","alsace","Alsace","1","2016-06-08 00:09:35"
"626","122","LV-006","alsungas novads","Alsungas novads","6","2016-06-08 00:09:17"
"5330","90","GT-AV","alta verapaz","Alta Verapaz","1","2016-06-08 00:09:36"
"2350","181","RU-AL","altay, respublika","Altay, Respublika","2","2016-06-08 00:09:23"
"2370","181","RU-ALT","altayskiy kray","Altayskiy kray","22","2016-06-08 00:09:23"
"1982","172","PY-16","alto paraguay","Alto Paraguay","2","2016-06-08 00:09:22"
"1983","172","PY-10","alto paraná","Alto Paraná","3","2016-06-08 00:09:22"
"878","128","LT-AL","alytaus apskritis","Alytaus Apskritis","1","2016-06-08 00:09:18"
"889","128","LT-02","alytaus miestas","Alytaus miestas","12","2016-06-08 00:09:18"
"890","128","LT-03","alytus","Alytus","13","2016-06-08 00:09:18"
"741","122","LV-AL","alūksnes apriņķis","Alūksnes Apriņķis","121","2016-06-08 00:09:17"
"627","122","LV-007","alūksnes novads","Alūksnes novads","7","2016-06-08 00:09:17"
"1984","172","PY-13","amambay","Amambay","4","2016-06-08 00:09:22"
"4228","31","BR-AP","amapá","Amapá","4","2016-06-08 00:09:31"
"3396","227","TR-05","amasya","Amasya","6","2016-06-08 00:09:28"
"628","122","LV-008","amatas novads","Amatas novads","8","2016-06-08 00:09:17"
"4229","31","BR-AM","amazonas","Amazonas","5","2016-06-08 00:09:31"
"3985","240","VE-Z","amazonas","Amazonas","3","2016-06-08 00:09:30"
"2000","173","PE-AMA","amazonas","Amazonas","2","2016-06-08 00:09:22"
"4534","48","CO-AMA","amazonas","Amazonas","2","2016-06-08 00:09:32"
"3938","236","US-AS","american samoa","American Samoa","58","2016-06-08 00:09:29"
"3932","236","US-AS","american samoa","American Samoa","52","2016-06-08 00:09:29"
"4643","57","CY-04","ammochostos","Ammochostos","1","2016-06-08 00:09:33"
"3253","220","TH-37","amnat charoen","Amnat Charoen","3","2016-06-08 00:09:27"
"3506","231","UG-314","amolatar","Amolatar","9","2016-06-08 00:09:28"
"3048","209","LK-52","ampara","Ampara","25","2016-06-08 00:09:26"
"3507","231","UG-324","amudat","Amudat","10","2016-06-08 00:09:28"
"3508","231","UG-216","amuria","Amuria","11","2016-06-08 00:09:28"
"2379","181","RU-AMU","amurskaya oblast'","Amurskaya oblast'","31","2016-06-08 00:09:23"
"3509","231","UG-319","amuru","Amuru","12","2016-06-08 00:09:28"
"4074","246","YE-SA","amānat al ‘āşimah","Amānat al ‘Āşimah","1","2016-06-08 00:09:30"
"4008","241","VN-44","an giang","An Giang","1","2016-06-08 00:09:30"
"222","105","IQ-NA","an najaf","An Najaf","5","2016-06-08 00:09:15"
"845","126","LY-NQ","an nuqaţ al khams","An Nuqaţ al Khams","47","2016-06-08 00:09:17"
"808","126","LY-NQ","an nuqaţ al khams","An Nuqaţ al Khams","10","2016-06-08 00:09:17"
"3096","210","SD-04","an nīl","An Nīl","26","2016-06-08 00:09:26"
"3097","210","SD-08","an nīl al abyaḑ","An Nīl al Abyaḑ","27","2016-06-08 00:09:26"
"3076","210","SD-NW","an nīl al abyaḑ","An Nīl al Abyaḑ","6","2016-06-08 00:09:26"
"3077","210","SD-NB","an nīl al azraq","An Nīl al Azraq","7","2016-06-08 00:09:26"
"3098","210","SD-24","an nīl al azraq","An Nīl al Azraq","28","2016-06-08 00:09:26"
"1677","154","NR-02","anabar","Anabar","2","2016-06-08 00:09:21"
"1825","161","NG-AN","anambra","Anambra","5","2016-06-08 00:09:21"
"5246","85","GR-A","anatolikí makedonía kai thráki","Anatolikí Makedonía kai Thráki","1","2016-06-08 00:09:36"
"2001","173","PE-ANC","ancash","Ancash","3","2016-06-08 00:09:22"
"294","109","IT-AN","ancona","Ancona","23","2016-06-08 00:09:16"
"2955","208","ES-AN","andalucía","Andalucía","1","2016-06-08 00:09:26"
"139","102","IN-AN","andaman and nicobar islands","Andaman and Nicobar Islands","30","2016-06-08 00:09:15"
"110","102","IN-AP","andhra pradesh","Andhra Pradesh","1","2016-06-08 00:09:15"
"3964","238","UZ-AN","andijon","Andijon","2","2016-06-08 00:09:30"
"4569","5","AD-07","andorra la vella","Andorra la Vella","1","2016-06-08 00:09:32"
"1449","148","ME-01","andrijevica","Andrijevica","1","2016-06-08 00:09:20"
"1364","145","MD-ANE","anenii noi","Anenii Noi","48","2016-06-08 00:09:20"
"1321","145","MD-AN","anenii noi","Anenii Noi","5","2016-06-08 00:09:20"
"1678","154","NR-03","anetan","Anetan","3","2016-06-08 00:09:21"
"3254","220","TH-15","ang thong","Ang Thong","4","2016-06-08 00:09:27"
"1900","168","PW-010","angaur","Angaur","3","2016-06-08 00:09:22"
"3820","234","GB-ANS","angus","Angus","173","2016-06-08 00:09:29"
"4507","45","CN-34","anhui","Anhui","12","2016-06-08 00:09:32"
"1679","154","NR-04","anibare","Anibare","4","2016-06-08 00:09:21"
"4567","49","KM-A","anjouan","Anjouan","2","2016-06-08 00:09:32"
"3397","227","TR-06","ankara","Ankara","7","2016-06-08 00:09:28"
"4181","3","DZ-23","annaba","Annaba","5","2016-06-08 00:09:31"
"4957","67","GQ-AN","annobón","Annobón","3","2016-06-08 00:09:34"
"4966","68","ER-AN","ansabā","Ansabā","3","2016-06-08 00:09:35"
"2580","197","SC-02","anse boileau","Anse Boileau","2","2016-06-08 00:09:25"
"2581","197","SC-03","anse etoile","Anse Etoile","3","2016-06-08 00:09:25"
"2582","197","SC-05","anse royale","Anse Royale","4","2016-06-08 00:09:25"
"2579","197","SC-01","anse aux pins","Anse aux Pins","1","2016-06-08 00:09:25"
"2471","187","LC-01","anse la raye","Anse la Raye","1","2016-06-08 00:09:24"
"3398","227","TR-07","antalya","Antalya","8","2016-06-08 00:09:28"
"1056","132","MG-T","antananarivo","Antananarivo","1","2016-06-08 00:09:18"
"4535","48","CO-ANT","antioquia","Antioquia","3","2016-06-08 00:09:32"
"2047","174","PH-ANT","antique","Antique","23","2016-06-08 00:09:23"
"4482","44","CL-AN","antofagasta","Antofagasta","2","2016-06-08 00:09:32"
"3807","234","GB-ANN","antrim and newtownabbey","Antrim and Newtownabbey","160","2016-06-08 00:09:29"
"1057","132","MG-D","antsiranana","Antsiranana","2","2016-06-08 00:09:18"
"3061","21","BE-VAN","antwerpen","Antwerpen","4","2016-06-08 00:09:26"
"3052","209","LK-71","anuradhapura","Anuradhapura","29","2016-06-08 00:09:26"
"891","128","LT-04","anykščiai","Anykščiai","14","2016-06-08 00:09:18"
"3986","240","VE-B","anzoátegui","Anzoátegui","4","2016-06-08 00:09:30"
"429","111","JP-02","aomori","Aomori","3","2016-06-08 00:09:16"
"295","109","IT-AO","aosta","Aosta","24","2016-06-08 00:09:16"
"1567","150","MA-AOU","aousserd","Aousserd","18","2016-06-08 00:09:20"
"3510","231","UG-302","apac","Apac","13","2016-06-08 00:09:28"
"2048","174","PH-APA","apayao","Apayao","24","2016-06-08 00:09:23"
"2677","202","SI-195","apače","Apače","2","2016-06-08 00:09:25"
"629","122","LV-009","apes novads","Apes novads","9","2016-06-08 00:09:17"
"3150","215","CH-AR","appenzell ausserrhoden","Appenzell Ausserrhoden","2","2016-06-08 00:09:27"
"3151","215","CH-AI","appenzell innerrhoden","Appenzell Innerrhoden","3","2016-06-08 00:09:27"
"3987","240","VE-C","apure","Apure","5","2016-06-08 00:09:30"
"2002","173","PE-APU","apurímac","Apurímac","4","2016-06-08 00:09:22"
"489","114","KZ-AKM","aqmola oblysy","Aqmola oblysy","4","2016-06-08 00:09:16"
"490","114","KZ-AKT","aqtöbe oblysy","Aqtöbe oblysy","5","2016-06-08 00:09:16"
"5051","75","FR-B","aquitaine","Aquitaine","2","2016-06-08 00:09:35"
"3178","216","SY-RA","ar raqqah","Ar Raqqah","4","2016-06-08 00:09:27"
"2211","179","QA-RA","ar rayyān","Ar Rayyān","4","2016-06-08 00:09:23"
"1940","17","BH-09","ar rifāٰ","Ar Rifāٰ","11","2016-06-08 00:09:22"
"2525","194","SA-01","ar riyāḑ","Ar Riyāḑ","6","2016-06-08 00:09:24"
"2308","180","RO-AR","arad","Arad","2","2016-06-08 00:09:23"
"403","11","AM-AG","aragac̣otn","Aragac̣otn","2","2016-06-08 00:09:16"
"3988","240","VE-D","aragua","Aragua","6","2016-06-08 00:09:30"
"2956","208","ES-AR","aragón","Aragón","2","2016-06-08 00:09:26"
"404","11","AM-AR","ararat","Ararat","3","2016-06-08 00:09:16"
"4536","48","CO-ARA","arauca","Arauca","4","2016-06-08 00:09:32"
"4483","44","CL-AR","araucanía","Araucanía","3","2016-06-08 00:09:32"
"971","131","MK-02","aračinovo","Aračinovo","1","2016-06-08 00:09:18"
"223","105","IQ-AR","arbīl","Arbīl","6","2016-06-08 00:09:15"
"188","104","IR-03","ardabīl","Ardabīl","2","2016-06-08 00:09:15"
"3399","227","TR-75","ardahan","Ardahan","9","2016-06-08 00:09:28"
"5083","75","FR-08","ardennes","Ardennes","34","2016-06-08 00:09:35"
"3808","234","GB-AND","ards and north down","Ards and North Down","161","2016-06-08 00:09:29"
"5082","75","FR-07","ardèche","Ardèche","33","2016-06-08 00:09:35"
"2003","173","PE-ARE","arequipa","Arequipa","5","2016-06-08 00:09:22"
"296","109","IT-AR","arezzo","Arezzo","25","2016-06-08 00:09:16"
"2309","180","RO-AG","argeș","Argeș","3","2016-06-08 00:09:23"
"5261","85","GR-11","argolída","Argolída","16","2016-06-08 00:09:36"
"3821","234","GB-AGB","argyll and bute","Argyll and Bute","174","2016-06-08 00:09:29"
"1428","147","MN-073","arhangay","Arhangay","2","2016-06-08 00:09:20"
"4484","44","CL-AP","arica y parinacota","Arica y Parinacota","4","2016-06-08 00:09:32"
"3361","225","TT-ARI","arima","Arima","10","2016-06-08 00:09:28"
"3883","236","US-AZ","arizona","Arizona","3","2016-06-08 00:09:29"
"5084","75","FR-09","ariège","Ariège","35","2016-06-08 00:09:35"
"5262","85","GR-12","arkadía","Arkadía","17","2016-06-08 00:09:36"
"3884","236","US-AR","arkansas","Arkansas","4","2016-06-08 00:09:29"
"4084","246","YE-SU","arkhabīl suquţrá","Arkhabīl Suquţrá","11","2016-06-08 00:09:30"
"2380","181","RU-ARK","arkhangel'skaya oblast'","Arkhangel'skaya oblast'","32","2016-06-08 00:09:23"
"3809","234","GB-ABC","armagh, banbridge and craigavon","Armagh, Banbridge and Craigavon","162","2016-06-08 00:09:29"
"405","11","AM-AV","armavir","Armavir","4","2016-06-08 00:09:16"
"1218","138","MH-ARN","arno","Arno","5","2016-06-08 00:09:19"
"4833","61","DJ-AR","arta","Arta","2","2016-06-08 00:09:34"
"4627","55","CU-15","artemisa","Artemisa","1","2016-06-08 00:09:33"
"5415","95","HT-AR","artibonite","Artibonite","1","2016-06-08 00:09:37"
"3944","237","UY-AR","artigas","Artigas","1","2016-06-08 00:09:29"
"3400","227","TR-08","artvin","Artvin","10","2016-06-08 00:09:28"
