"id","country_id","code","fc_name","name","sequence","timestamp"
"141","102","IN-DN","dadra and nagar haveli","Dadra and Nagar Haveli","32","2016-06-08 00:09:15"
"573","118","KR-27","daegu-gwangyeoksi [daegu]","Daegu-gwangyeoksi [Daegu]","3","2016-06-08 00:09:17"
"574","118","KR-30","daejeon-gwangyeoksi [daejeon]","Daejeon-gwangyeoksi [Daejeon]","4","2016-06-08 00:09:17"
"4118","25","BT-22","dagana","Dagana","3","2016-06-08 00:09:30"
"644","122","LV-024","dagdas novads","Dagdas novads","24","2016-06-08 00:09:17"
"2355","181","RU-DA","dagestan, respublika","Dagestan, Respublika","7","2016-06-08 00:09:23"
"227","105","IQ-DA","dahūk","Dahūk","10","2016-06-08 00:09:15"
"4862","63","DO-05","dajabón","Dajabón","15","2016-06-08 00:09:34"
"2533","195","SN-DK","dakar","Dakar","1","2016-06-08 00:09:24"
"1252","140","MR-08","dakhlet nouâdhibou","Dakhlet Nouâdhibou","4","2016-06-08 00:09:19"
"5365","92","GN-DL","dalaba","Dalaba","14","2016-06-08 00:09:37"
"3129","214","SE-W","dalarnas län","Dalarnas län","2","2016-06-08 00:09:27"
"142","102","IN-DD","daman and diu","Daman and Diu","33","2016-06-08 00:09:15"
"1455","148","ME-07","danilovgrad","Danilovgrad","7","2016-06-08 00:09:20"
"3216","219","TZ-02","dar es salaam","Dar es Salaam","2","2016-06-08 00:09:27"
"3180","216","SY-DR","dar'ā","Dar'ā","6","2016-06-08 00:09:27"
"1432","147","MN-037","darhan uul","Darhan uul","6","2016-06-08 00:09:20"
"1950","170","PA-5","darién","Darién","5","2016-06-08 00:09:22"
"3763","234","GB-DAL","darlington","Darlington","116","2016-06-08 00:09:29"
"850","126","LY-DR","darnah","Darnah","52","2016-06-08 00:09:17"
"811","126","LY-DR","darnah","Darnah","13","2016-06-08 00:09:17"
"731","122","LV-DGV","daugavpils","Daugavpils","111","2016-06-08 00:09:17"
"745","122","LV-DA","daugavpils apriņķis","Daugavpils Apriņķis","125","2016-06-08 00:09:17"
"645","122","LV-025","daugavpils novads","Daugavpils novads","25","2016-06-08 00:09:17"
"2033","174","PH-11","davao","Davao","9","2016-06-08 00:09:23"
"2071","174","PH-DVO","davao occidental","Davao Occidental","47","2016-06-08 00:09:23"
"2072","174","PH-DAO","davao oriental","Davao Oriental","48","2016-06-08 00:09:23"
"2069","174","PH-DAV","davao del norte","Davao del Norte","45","2016-06-08 00:09:23"
"2070","174","PH-DAS","davao del sur","Davao del Sur","46","2016-06-08 00:09:23"
"3181","216","SY-DY","dayr az zawr","Dayr az Zawr","7","2016-06-08 00:09:27"
"1499","15","AZ-DAS","daşkəsən","Daşkəsən","28","2016-06-08 00:09:20"
"3474","228","TM-D","daşoguz","Daşoguz","3","2016-06-08 00:09:28"
"982","131","MK-21","debar","Debar","12","2016-06-08 00:09:18"
"983","131","MK-22","debarca","Debarca","13","2016-06-08 00:09:18"
"80","100","HU-DE","debrecen","Debrecen","22","2016-06-08 00:09:15"
"1070","133","MW-DE","dedza","Dedza","9","2016-06-08 00:09:18"
"1915","169","PS-DEB","deir el balah","Deir El Balah","2","2016-06-08 00:09:22"
"3888","236","US-DE","delaware","Delaware","8","2016-06-08 00:09:29"
"143","102","IN-DL","delhi","Delhi","34","2016-06-08 00:09:15"
"1831","161","NG-DE","delta","Delta","11","2016-06-08 00:09:21"
"3993","240","VE-Y","delta amacuro","Delta Amacuro","11","2016-06-08 00:09:30"
"2627","2","AL-DL","delvinë","Delvinë","15","2016-06-08 00:09:25"
"984","131","MK-23","delčevo","Delčevo","14","2016-06-08 00:09:18"
"5407","94","GY-DE","demerara-mahaica","Demerara-Mahaica","3","2016-06-08 00:09:37"
"985","131","MK-25","demir hisar","Demir Hisar","15","2016-06-08 00:09:18"
"986","131","MK-24","demir kapija","Demir Kapija","16","2016-06-08 00:09:18"
"3857","234","GB-DEN","denbighshire","Denbighshire","210","2016-06-08 00:09:29"
"4763","59","CI-DN","denguélé","Denguélé","4","2016-06-08 00:09:33"
"4778","59","CI-10","denguélé (région du)","Denguélé (Région du)","19","2016-06-08 00:09:33"
"1683","154","NR-08","denigomodu","Denigomodu","8","2016-06-08 00:09:21"
"3415","227","TR-20","denizli","Denizli","25","2016-06-08 00:09:28"
"4973","68","ER-DE","denkalia","Denkalia","10","2016-06-08 00:09:35"
"2475","187","LC-05","dennery","Dennery","5","2016-06-08 00:09:24"
"3983","240","VE-W","dependencias federales","Dependencias Federales","1","2016-06-08 00:09:30"
"3764","234","GB-DER","derby","Derby","117","2016-06-08 00:09:29"
"3658","234","GB-DBY","derbyshire","Derbyshire","11","2016-06-08 00:09:29"
"3812","234","GB-DRS","derry and strabane","Derry and Strabane","165","2016-06-08 00:09:29"
"2700","202","SI-018","destrnik","Destrnik","25","2016-06-08 00:09:25"
"5100","75","FR-79","deux-sèvres","Deux-Sèvres","51","2016-06-08 00:09:35"
"2628","2","AL-DV","devoll","Devoll","16","2016-06-08 00:09:25"
"3659","234","GB-DEV","devon","Devon","12","2016-06-08 00:09:29"
"1120","135","MV-17","dhaalu","Dhaalu","12","2016-06-08 00:09:19"
"2217","18","BD-C","dhaka","Dhaka","3","2016-06-08 00:09:23"
"2234","18","BD-13","dhaka","Dhaka","20","2016-06-08 00:09:23"
"2292","18","BD-3G","dhaka anchal","Dhaka anchal","78","2016-06-08 00:09:23"
"4085","246","YE-DH","dhamār","Dhamār","12","2016-06-08 00:09:30"
"1697","155","NP-DH","dhawalagiri","Dhawalagiri","8","2016-06-08 00:09:21"
"228","105","IQ-DQ","dhī qār","Dhī Qār","11","2016-06-08 00:09:15"
"2614","2","AL-09","dibër","Dibër","2","2016-06-08 00:09:25"
"2629","2","AL-DI","dibër","Dibër","17","2016-06-08 00:09:25"
"3353","225","TT-DMN","diego martin","Diego Martin","2","2016-06-08 00:09:28"
"950","129","LU-DI","diekirch","Diekirch","3","2016-06-08 00:09:18"
"960","129","LU-D","diekirch","Diekirch","13","2016-06-08 00:09:18"
"1815","160","NE-2","diffa","Diffa","3","2016-06-08 00:09:21"
"4834","61","DJ-DI","dikhil","Dikhil","3","2016-06-08 00:09:34"
"3182","216","SY-DI","dimashq","Dimashq","8","2016-06-08 00:09:27"
"2073","174","PH-DIN","dinagat islands","Dinagat Islands","49","2016-06-08 00:09:23"
"2235","18","BD-14","dinajpur","Dinajpur","21","2016-06-08 00:09:23"
"2293","18","BD-5H","dinajpur anchal","Dinajpur anchal","79","2016-06-08 00:09:23"
"5366","92","GN-DI","dinguiraye","Dinguiraye","15","2016-06-08 00:09:37"
"2534","195","SN-DB","diourbel","Diourbel","2","2016-06-08 00:09:24"
"4996","70","ET-DD","dirē dawa","Dirē Dawa","2","2016-06-08 00:09:35"
"3931","236","US-DC","district of columbia","District of Columbia","51","2016-06-08 00:09:29"
"4533","48","CO-DC","distrito capital de bogotá","Distrito Capital de Bogotá","1","2016-06-08 00:09:32"
"4225","31","BR-DF","distrito federal","Distrito Federal","1","2016-06-08 00:09:31"
"1281","143","MX-DIF","distrito federal","Distrito Federal","1","2016-06-08 00:09:19"
"3984","240","VE-A","distrito federal","Distrito Federal","2","2016-06-08 00:09:30"
"4858","63","DO-01","distrito nacional","Distrito Nacional","11","2016-06-08 00:09:34"
"2701","202","SI-019","divača","Divača","26","2016-06-08 00:09:25"
"3416","227","TR-21","diyarbakır","Diyarbakır","26","2016-06-08 00:09:28"
"229","105","IQ-DI","diyālá","Diyālá","12","2016-06-08 00:09:15"
"4192","3","DZ-17","djelfa","Djelfa","16","2016-06-08 00:09:31"
"4837","61","DJ-DJ","djibouti","Djibouti","6","2016-06-08 00:09:34"
"3617","232","UA-12","dnipropetrovs'ka oblast'","Dnipropetrovs'ka Oblast'","4","2016-06-08 00:09:28"
"746","122","LV-DO","dobeles apriņķis","Dobeles Apriņķis","126","2016-06-08 00:09:17"
"646","122","LV-026","dobeles novads","Dobeles novads","26","2016-06-08 00:09:17"
"2702","202","SI-154","dobje","Dobje","27","2016-06-08 00:09:25"
"2703","202","SI-020","dobrepolje","Dobrepolje","28","2016-06-08 00:09:25"
"4258","34","BG-08","dobrich","Dobrich","3","2016-06-08 00:09:31"
"2704","202","SI-155","dobrna","Dobrna","29","2016-06-08 00:09:25"
"2705","202","SI-021","dobrova–polhov gradec","Dobrova–Polhov Gradec","30","2016-06-08 00:09:25"
"2706","202","SI-156","dobrovnik","Dobrovnik","31","2016-06-08 00:09:25"
"5268","85","GR-81","dodekánisa","Dodekánisa","23","2016-06-08 00:09:36"
"3217","219","TZ-03","dodoma","Dodoma","3","2016-06-08 00:09:27"
"987","131","MK-26","dojran","Dojran","17","2016-06-08 00:09:18"
"3529","231","UG-318","dokolo","Dokolo","32","2016-06-08 00:09:28"
"2708","202","SI-022","dol pri ljubljani","Dol pri Ljubljani","33","2016-06-08 00:09:25"
"2887","202","SI-07","dolenjska","Dolenjska","212","2016-06-08 00:09:25"
"2707","202","SI-157","dolenjske toplice","Dolenjske Toplice","32","2016-06-08 00:09:25"
"2323","180","RO-DJ","dolj","Dolj","17","2016-06-08 00:09:23"
"988","131","MK-27","dolneni","Dolneni","18","2016-06-08 00:09:18"
"2123","176","PL-DS","dolnośląskie","Dolnośląskie","1","2016-06-08 00:09:23"
"2512","192","SM-03","domagnano","Domagnano","4","2016-06-08 00:09:24"
"4674","58","CZ-321","domažlice","Domažlice","26","2016-06-08 00:09:33"
"2709","202","SI-023","domžale","Domžale","34","2016-06-08 00:09:25"
"3722","234","GB-DNC","doncaster","Doncaster","75","2016-06-08 00:09:29"
"1374","145","MD-DON","dondușeni","Dondușeni","58","2016-06-08 00:09:20"
"1330","145","MD-DO","dondușeni","Dondușeni","14","2016-06-08 00:09:20"
"244","106","IE-DL","donegal","Donegal","9","2016-06-08 00:09:15"
"3618","232","UA-14","donets'ka oblast'","Donets'ka Oblast'","5","2016-06-08 00:09:28"
"3484","23","BJ-DO","donga","Donga","7","2016-06-08 00:09:28"
"5101","75","FR-24","dordogne","Dordogne","52","2016-06-08 00:09:35"
"2710","202","SI-024","dornava","Dornava","35","2016-06-08 00:09:25"
"1433","147","MN-061","dornod","Dornod","7","2016-06-08 00:09:20"
"1434","147","MN-063","dornogovĭ","Dornogovĭ","8","2016-06-08 00:09:20"
"3660","234","GB-DOR","dorset","Dorset","13","2016-06-08 00:09:29"
"1816","160","NE-3","dosso","Dosso","4","2016-06-08 00:09:21"
"5102","75","FR-25","doubs","Doubs","53","2016-06-08 00:09:35"
"1551","150","MA-10","doukhala-abda","Doukhala-Abda","2","2016-06-08 00:09:20"
"1071","133","MW-DO","dowa","Dowa","10","2016-06-08 00:09:18"
"2711","202","SI-025","dravograd","Dravograd","36","2016-06-08 00:09:25"
"1709","156","NL-DR","drenthe","Drenthe","1","2016-06-08 00:09:21"
"1331","145","MD-DR","drochia","Drochia","15","2016-06-08 00:09:20"
"1375","145","MD-DRO","drochia","Drochia","59","2016-06-08 00:09:20"
"1046","131","MK-28","drugovo","Drugovo","76","2016-06-08 00:09:18"
"894","128","LT-07","druskininkai","Druskininkai","17","2016-06-08 00:09:18"
"5269","85","GR-52","dráma","Dráma","24","2016-06-08 00:09:36"
"5103","75","FR-26","drôme","Drôme","54","2016-06-08 00:09:35"
"4863","63","DO-06","duarte","Duarte","16","2016-06-08 00:09:34"
"3645","233","AE-DU","dubayy","Dubayy","5","2016-06-08 00:09:29"
"245","106","IE-D","dublin","Dublin","10","2016-06-08 00:09:15"
"4609","54","HR-19","dubrovačko-neretvanska županija","Dubrovačko-neretvanska županija","4","2016-06-08 00:09:33"
"5367","92","GN-DU","dubréka","Dubréka","16","2016-06-08 00:09:37"
"1376","145","MD-DBI","dubăsari","Dubăsari","60","2016-06-08 00:09:20"
"1332","145","MD-DU","dubăsari","Dubăsari","16","2016-06-08 00:09:20"
"1357","145","MD-DUB","dubăsari","Dubăsari","41","2016-06-08 00:09:20"
"3723","234","GB-DUD","dudley","Dudley","76","2016-06-08 00:09:29"
"3823","234","GB-DGY","dumfries and galloway","Dumfries and Galloway","176","2016-06-08 00:09:29"
"4934","65","EG-DT","dumyāţ","Dumyāţ","21","2016-06-08 00:09:34"
"81","100","HU-DU","dunaújváros","Dunaújváros","23","2016-06-08 00:09:15"
"647","122","LV-027","dundagas novads","Dundagas novads","27","2016-06-08 00:09:17"
"3824","234","GB-DND","dundee city","Dundee City","177","2016-06-08 00:09:29"
"1435","147","MN-059","dundgovĭ","Dundgovĭ","9","2016-06-08 00:09:20"
"2712","202","SI-026","duplek","Duplek","37","2016-06-08 00:09:25"
"1290","143","MX-DUR","durango","Durango","10","2016-06-08 00:09:19"
"3948","237","UY-DU","durazno","Durazno","5","2016-06-08 00:09:29"
"648","122","LV-028","durbes novads","Durbes novads","28","2016-06-08 00:09:17"
"3765","234","GB-DUR","durham, county","Durham, County","118","2016-06-08 00:09:29"
"2615","2","AL-02","durrës","Durrës","3","2016-06-08 00:09:25"
"2630","2","AL-DR","durrës","Durrës","18","2016-06-08 00:09:25"
"3211","218","TJ-DU","dushanbe","Dushanbe","1","2016-06-08 00:09:27"
"5248","85","GR-G","dytikí elláda","Dytikí Elláda","3","2016-06-08 00:09:36"
"5249","85","GR-C","dytikí makedonía","Dytikí Makedonía","4","2016-06-08 00:09:36"
"1436","147","MN-057","dzavhan","Dzavhan","10","2016-06-08 00:09:20"
"2322","180","RO-DB","dâmbovița","Dâmbovița","16","2016-06-08 00:09:23"
"3334","221","TL-DI","díli","Díli","6","2016-06-08 00:09:27"
"3417","227","TR-81","düzce","Düzce","27","2016-06-08 00:09:28"
"6","1","AF-DAY","dāykundī","Dāykundī","6","2016-06-08 00:09:14"
"4673","58","CZ-421","děčín","Děčín","25","2016-06-08 00:09:33"
"3690","234","GB-EAL","ealing","Ealing","43","2016-06-08 00:09:29"
"4420","39","CM-ES","east","East","3","2016-06-08 00:09:32"
"3825","234","GB-EAY","east ayrshire","East Ayrshire","178","2016-06-08 00:09:29"
"5408","94","GY-EB","east berbice-corentyne","East Berbice-Corentyne","4","2016-06-08 00:09:37"
"3826","234","GB-EDU","east dunbartonshire","East Dunbartonshire","179","2016-06-08 00:09:29"
"1771","16","BS-EG","east grand bahama","East Grand Bahama","11","2016-06-08 00:09:21"
"3827","234","GB-ELN","east lothian","East Lothian","180","2016-06-08 00:09:29"
"1963","171","PG-EBR","east new britain","East New Britain","5","2016-06-08 00:09:22"
"3828","234","GB-ERW","east renfrewshire","East Renfrewshire","181","2016-06-08 00:09:29"
"3766","234","GB-ERY","east riding of yorkshire","East Riding of Yorkshire","119","2016-06-08 00:09:29"
"1964","171","PG-ESW","east sepik","East Sepik","6","2016-06-08 00:09:22"
"3661","234","GB-ESX","east sussex","East Sussex","14","2016-06-08 00:09:29"
"5239","83","GH-EP","eastern","Eastern","4","2016-06-08 00:09:36"
"3499","231","UG-E","eastern","Eastern","2","2016-06-08 00:09:28"
"2433","182","RW-02","eastern","Eastern","2","2016-06-08 00:09:24"
"552","115","KE-400","eastern","Eastern","51","2016-06-08 00:09:16"
"2605","198","SL-E","eastern","Eastern","2","2016-06-08 00:09:25"
"4098","247","ZM-03","eastern","Eastern","3","2016-06-08 00:09:30"
"5007","73","FJ-E","eastern","Eastern","2","2016-06-08 00:09:35"
"2927","205","ZA-EC","eastern cape","Eastern Cape","1","2016-06-08 00:09:26"
"2946","207","SS-EE","eastern equatoria","Eastern Equatoria","2","2016-06-08 00:09:26"
"1962","171","PG-EHG","eastern highlands","Eastern Highlands","4","2016-06-08 00:09:22"
"3028","209","LK-5","eastern province","Eastern Province","5","2016-06-08 00:09:26"
"2074","174","PH-EAS","eastern samar","Eastern Samar","50","2016-06-08 00:09:23"
"2034","174","PH-08","eastern visayas","Eastern Visayas","10","2016-06-08 00:09:23"
"1221","138","MH-EBO","ebon","Ebon","8","2016-06-08 00:09:19"
"1832","161","NG-EB","ebonyi","Ebonyi","12","2016-06-08 00:09:21"
"951","129","LU-EC","echternach","Echternach","4","2016-06-08 00:09:18"
"3829","234","GB-EDH","edinburgh, city of","Edinburgh, City of","182","2016-06-08 00:09:29"
"1402","145","MD-ED","edineţ","Edineţ","86","2016-06-08 00:09:20"
"1333","145","MD-ED","edineț","Edineț","17","2016-06-08 00:09:20"
"1377","145","MD-EDI","edineț","Edineț","61","2016-06-08 00:09:20"
"3418","227","TR-22","edirne","Edirne","28","2016-06-08 00:09:28"
"1833","161","NG-ED","edo","Edo","13","2016-06-08 00:09:21"
"82","100","HU-EG","eger","Eger","24","2016-06-08 00:09:15"
"430","111","JP-38","ehime","Ehime","4","2016-06-08 00:09:16"
"3830","234","GB-ELS","eilean siar","Eilean Siar","183","2016-06-08 00:09:29"
"1834","161","NG-EK","ekiti","Ekiti","14","2016-06-08 00:09:21"
"4193","3","DZ-32","el bayadh","El Bayadh","17","2016-06-08 00:09:31"
"4138","26","BO-B","el beni","El Beni","3","2016-06-08 00:09:30"
"2007","173","PE-CAL","el callao","El Callao","9","2016-06-08 00:09:22"
"1585","150","MA-HAJ","el hajeb","El Hajeb","36","2016-06-08 00:09:20"
"1589","150","MA-JDI","el jadida","El Jadida","40","2016-06-08 00:09:20"
"4896","64","EC-O","el oro","El Oro","7","2016-06-08 00:09:34"
"4194","3","DZ-39","el oued","El Oued","18","2016-06-08 00:09:31"
"5431","98","HN-EP","el paraíso","El Paraíso","7","2016-06-08 00:09:37"
"5334","90","GT-PR","el progreso","El Progreso","5","2016-06-08 00:09:36"
"4864","63","DO-08","el seibo","El Seibo","17","2016-06-08 00:09:34"
"4195","3","DZ-36","el tarf","El Tarf","19","2016-06-08 00:09:31"
"4852","63","DO-37","el valle","El Valle","5","2016-06-08 00:09:34"
"3419","227","TR-23","elazığ","Elazığ","29","2016-06-08 00:09:28"
"2616","2","AL-03","elbasan","Elbasan","4","2016-06-08 00:09:25"
"2631","2","AL-EL","elbasan","Elbasan","19","2016-06-08 00:09:25"
"2146","176","PL-EL","elbląg","Elbląg","24","2016-06-08 00:09:23"
"895","128","LT-08","elektrénai","Elektrénai","18","2016-06-08 00:09:18"
"506","115","KE-05","elgeyo/marakwet","Elgeyo/Marakwet","5","2016-06-08 00:09:16"
"4869","63","DO-07","elías piña","Elías Piña","22","2016-06-08 00:09:34"
"1956","170","PA-EM","emberá","Emberá","11","2016-06-08 00:09:22"
"507","115","KE-06","embu","Embu","6","2016-06-08 00:09:16"
"276","109","IT-45","emilia-romagna","Emilia-Romagna","5","2016-06-08 00:09:16"
"4571","5","AD-03","encamp","Encamp","3","2016-06-08 00:09:32"
"1222","138","MH-ENI","enewetak and ujelang","Enewetak and Ujelang","9","2016-06-08 00:09:19"
"3691","234","GB-ENF","enfield","Enfield","44","2016-06-08 00:09:29"
"1965","171","PG-EPW","enga","Enga","7","2016-06-08 00:09:22"
"3648","234","GB-ENG","england","England","1","2016-06-08 00:09:29"
"3652","234","GB-EAW","england and wales","England and Wales","5","2016-06-08 00:09:29"
"2594","197","SC-16","english river","English River","16","2016-06-08 00:09:25"
"649","122","LV-029","engures novads","Engures novads","29","2016-06-08 00:09:17"
"323","109","IT-EN","enna","Enna","52","2016-06-08 00:09:16"
"4463","43","TD-EE","ennedi-est","Ennedi-Est","6","2016-06-08 00:09:32"
"4464","43","TD-EO","ennedi-ouest","Ennedi-Ouest","7","2016-06-08 00:09:32"
"4853","63","DO-38","enriquillo","Enriquillo","6","2016-06-08 00:09:34"
"42","10","AR-E","entre ríos","Entre Ríos","8","2016-06-08 00:09:14"
"1835","161","NG-EN","enugu","Enugu","15","2016-06-08 00:09:21"
"402","11","AM-ER","erevan","Erevan","1","2016-06-08 00:09:16"
"3335","221","TL-ER","ermera","Ermera","7","2016-06-08 00:09:27"
"1662","153","NA-ER","erongo","Erongo","1","2016-06-08 00:09:21"
"1579","150","MA-ERR","errachidia","Errachidia","30","2016-06-08 00:09:20"
"3420","227","TR-24","erzincan","Erzincan","30","2016-06-08 00:09:28"
"3421","227","TR-25","erzurum","Erzurum","31","2016-06-08 00:09:28"
"1581","150","MA-ESM","es smara","Es Smara","32","2016-06-08 00:09:20"
"4572","5","AD-08","escaldes-engordany","Escaldes-Engordany","4","2016-06-08 00:09:32"
"952","129","LU-ES","esch-sur-alzette","Esch-sur-Alzette","5","2016-06-08 00:09:18"
"868","127","LI-02","eschen","Eschen","2","2016-06-08 00:09:18"
"5335","90","GT-ES","escuintla","Escuintla","6","2016-06-08 00:09:36"
"3422","227","TR-26","eskişehir","Eskişehir","32","2016-06-08 00:09:28"
"4897","64","EC-E","esmeraldas","Esmeraldas","8","2016-06-08 00:09:34"
"4865","63","DO-09","espaillat","Espaillat","18","2016-06-08 00:09:34"
"4232","31","BR-ES","espírito santo","Espírito Santo","8","2016-06-08 00:09:31"
"1580","150","MA-ESI","essaouira","Essaouira","31","2016-06-08 00:09:20"
"5409","94","GY-ES","essequibo islands-west demerara","Essequibo Islands-West Demerara","5","2016-06-08 00:09:37"
"3662","234","GB-ESS","essex","Essex","15","2016-06-08 00:09:29"
"5104","75","FR-91","essonne","Essonne","55","2016-06-08 00:09:35"
"1632","150","MA-ES","est","Est","83","2016-06-08 00:09:20"
"4300","35","BF-08","est","Est","8","2016-06-08 00:09:31"
"1748","159","NI-ES","estelí","Estelí","5","2016-06-08 00:09:21"
"5193","79","GA-1","estuaire","Estuaire","1","2016-06-08 00:09:35"
"5026","74","FI-02","etelä-karjala","Etelä-Karjala","2","2016-06-08 00:09:35"
"5027","74","FI-03","etelä-pohjanmaa","Etelä-Pohjanmaa","3","2016-06-08 00:09:35"
"5028","74","FI-04","etelä-savo","Etelä-Savo","4","2016-06-08 00:09:35"
"5045","74","FI-ES","etelä-suomen lääni","Etelä-Suomen lääni","21","2016-06-08 00:09:35"
"5105","75","FR-27","eure","Eure","56","2016-06-08 00:09:35"
"5106","75","FR-28","eure-et-loir","Eure-et-Loir","57","2016-06-08 00:09:35"
"5271","85","GR-05","evrytanía","Evrytanía","26","2016-06-08 00:09:36"
"1684","154","NR-09","ewa","Ewa","9","2016-06-08 00:09:21"
"2963","208","ES-EX","extremadura","Extremadura","9","2016-06-08 00:09:26"
"1795","16","BS-EX","exuma","Exuma","35","2016-06-08 00:09:21"
"1772","16","BS-EX","exuma","Exuma","12","2016-06-08 00:09:21"
"193","104","IR-04","eşfahān","Eşfahān","7","2016-06-08 00:09:15"
"2501","191","WS-FA","fa'asaleleaga","Fa'asaleleaga","4","2016-06-08 00:09:24"
"1121","135","MV-14","faafu","Faafu","13","2016-06-08 00:09:19"
"2513","192","SM-04","faetano","Faetano","5","2016-06-08 00:09:24"
"1616","150","MA-FAH","fahs-beni makada","Fahs-Beni Makada","67","2016-06-08 00:09:20"
"3994","240","VE-I","falcón","Falcón","12","2016-06-08 00:09:30"
"3831","234","GB-FAL","falkirk","Falkirk","184","2016-06-08 00:09:29"
"4421","39","CM-EN","far north","Far North","4","2016-06-08 00:09:32"
"5368","92","GN-FA","faranah","Faranah","17","2016-06-08 00:09:37"
"5353","92","GN-F","faranah","Faranah","2","2016-06-08 00:09:37"
"3966","238","UZ-FA","farg‘ona","Farg‘ona","4","2016-06-08 00:09:30"
"2236","18","BD-15","faridpur","Faridpur","22","2016-06-08 00:09:23"
"2294","18","BD-3I","faridpur anchal","Faridpur anchal","80","2016-06-08 00:09:23"
"2195","177","PT-08","faro","Faro","8","2016-06-08 00:09:23"
"7","1","AF-FRA","farāh","Farāh","7","2016-06-08 00:09:14"
"2535","195","SN-FK","fatick","Fatick","3","2016-06-08 00:09:24"
"828","126","LY-FA","fazzān","Fazzān","30","2016-06-08 00:09:17"
"4148","28","BA-BIH","federacija bosna i hercegovina","Federacija Bosna i Hercegovina","1","2016-06-08 00:09:31"
"1895","167","PK-TA","federally administered tribal areas","Federally Administered Tribal Areas","6","2016-06-08 00:09:22"
"65","100","HU-FE","fejér","Fejér","7","2016-06-08 00:09:15"
"2237","18","BD-16","feni","Feni","23","2016-06-08 00:09:23"
"3813","234","GB-FMO","fermanagh and omagh","Fermanagh and Omagh","166","2016-06-08 00:09:29"
"324","109","IT-FM","fermo","Fermo","53","2016-06-08 00:09:16"
"325","109","IT-FE","ferrara","Ferrara","54","2016-06-08 00:09:16"
"1058","132","MG-F","fianarantsoa","Fianarantsoa","3","2016-06-08 00:09:18"
"2632","2","AL-FR","fier","Fier","20","2016-06-08 00:09:25"
"2617","2","AL-04","fier","Fier","5","2016-06-08 00:09:25"
"3832","234","GB-FIF","fife","Fife","185","2016-06-08 00:09:29"
"1583","150","MA-FIG","figuig","Figuig","34","2016-06-08 00:09:20"
"5107","75","FR-29","finistère","Finistère","58","2016-06-08 00:09:35"
"1861","165","NO-20","finnmark","Finnmark","4","2016-06-08 00:09:22"
"2514","192","SM-05","fiorentino","Fiorentino","6","2016-06-08 00:09:24"
"326","109","IT-FI","firenze","Firenze","55","2016-06-08 00:09:16"
"1273","141","MU-FL","flacq","Flacq","10","2016-06-08 00:09:19"
"1710","156","NL-FL","flevoland","Flevoland","2","2016-06-08 00:09:21"
"3858","234","GB-FLN","flintshire","Flintshire","211","2016-06-08 00:09:29"
"3949","237","UY-FS","flores","Flores","6","2016-06-08 00:09:29"
"1335","145","MD-FL","florești","Florești","19","2016-06-08 00:09:20"
"1378","145","MD-FLO","florești","Florești","62","2016-06-08 00:09:20"
"3950","237","UY-FD","florida","Florida","7","2016-06-08 00:09:29"
"3889","236","US-FL","florida","Florida","9","2016-06-08 00:09:29"
"5273","85","GR-63","flórina","Flórina","28","2016-06-08 00:09:36"
"327","109","IT-FG","foggia","Foggia","56","2016-06-08 00:09:16"
"5274","85","GR-07","fokída","Fokída","29","2016-06-08 00:09:36"
"1410","146","MC-FO","fontvieille","Fontvieille","1","2016-06-08 00:09:20"
"328","109","IT-FC","forlì-cesena","Forlì-Cesena","57","2016-06-08 00:09:16"
"43","10","AR-P","formosa","Formosa","9","2016-06-08 00:09:14"
"5369","92","GN-FO","forécariah","Forécariah","18","2016-06-08 00:09:37"
"5059","75","FR-I","franche-comté","Franche-Comté","10","2016-06-08 00:09:35"
"5432","98","HN-FM","francisco morazán","Francisco Morazán","8","2016-06-08 00:09:37"
"4163","29","BW-FR","francistown","Francistown","3","2016-06-08 00:09:31"
"4816","60","DK-147","frederiksberg","Frederiksberg","6","2016-06-08 00:09:34"
"4819","60","DK-020","frederiksborg","Frederiksborg","9","2016-06-08 00:09:34"
"2937","205","ZA-FS","free state","Free State","11","2016-06-08 00:09:26"
"2928","205","ZA-FS","free state","Free State","2","2016-06-08 00:09:26"
"1796","16","BS-FP","freeport","Freeport","36","2016-06-08 00:09:21"
"5182","75","FR-GF","french guiana","French Guiana","133","2016-06-08 00:09:35"
"5187","75","FR-PF","french polynesia","French Polynesia","138","2016-06-08 00:09:35"
"5190","75","FR-TF","french southern territories","French Southern Territories","141","2016-06-08 00:09:35"
"1797","16","BS-FC","fresh creek","Fresh Creek","37","2016-06-08 00:09:21"
"5370","92","GN-FR","fria","Fria","19","2016-06-08 00:09:37"
"3155","215","CH-FR","fribourg","Fribourg","7","2016-06-08 00:09:27"
"277","109","IT-36","friuli-venezia giulia","Friuli-Venezia Giulia","6","2016-06-08 00:09:16"
"4779","59","CI-18","fromager (région du)","Fromager (Région du)","20","2016-06-08 00:09:33"
"329","109","IT-FR","frosinone","Frosinone","58","2016-06-08 00:09:16"
"1711","156","NL-FR","fryslân","Fryslân","3","2016-06-08 00:09:21"
"4675","58","CZ-802","frýdek-místek","Frýdek-Místek","27","2016-06-08 00:09:33"
"5275","85","GR-06","fthiótida","Fthiótida","30","2016-06-08 00:09:36"
"4508","45","CN-35","fujian","Fujian","13","2016-06-08 00:09:32"
"3490","230","TV-FUN","funafuti","Funafuti","1","2016-06-08 00:09:28"
